Opportunities.Decision Maker Identified,Opportunities.DaysToClose,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
false,84,(Blank),3625,0.033,David So,3,"3,110,113"
false,84,(Blank),3625,0.033,Alicia Thomber,1,
false,84,(Blank),3625,0.033,Spencer Low,2,
false,84,(Blank),3625,0.033,Jeff Hay,2,
false,84,(Blank),3625,0.033,Julian Isla,4,"4,45,49"
false,84,(Blank),3625,0.033,Anne Weiler,1,
false,84,(Blank),3625,0.013,Molly Clark,1,
false,84,(Blank),3625,0.013,Alicia Thomber,1,
false,84,(Blank),3625,0.035,Anne Weiler,1,
false,84,(Blank),3625,0.036,Sanjay Shah,1,
false,84,(Blank),4125,0.033,Molly Clark,3,"3,113,116"
false,84,(Blank),4125,0.033,David So,4,"4,49,53"
false,84,(Blank),4125,0.033,Alicia Thomber,2,
false,84,(Blank),4125,0.033,Spencer Low,1,
false,84,(Blank),4125,0.033,Jeff Hay,4,"4,53,57"
false,84,(Blank),4125,0.013,Alicia Thomber,1,
false,84,(Blank),4125,0.013,Julian Isla,1,
false,84,(Blank),4125,0.035,Anne Weiler,4,"4,57,61"
false,84,(Blank),4125,0.031,Anne Weiler,1,
false,84,(Blank),4125,0.061,Sanjay Shah,1,
false,84,(Blank),3875,0.033,Molly Clark,1,
false,84,(Blank),3875,0.033,David So,2,
false,84,(Blank),3875,0.033,Eric Gruber,2,
false,84,(Blank),3875,0.033,Spencer Low,1,
false,84,(Blank),3875,0.013,Molly Clark,2,
false,84,(Blank),3875,0.013,Spencer Low,1,
false,84,(Blank),3875,0.013,Julian Isla,1,
false,84,(Blank),3875,0.035,Anne Weiler,3,"3,116,119"
false,84,(Blank),3875,0.063,Eric Gruber,1,
false,84,(Blank),3875,0.031,Anne Weiler,1,
false,84,(Blank),4250,0.033,David So,1,
false,84,(Blank),4250,0.033,Alicia Thomber,4,"4,61,65"
false,84,(Blank),4250,0.033,Spencer Low,1,
false,84,(Blank),4250,0.033,Jeff Hay,1,
false,84,(Blank),4250,0.033,Julian Isla,1,
false,84,(Blank),4250,0.013,Molly Clark,1,
false,84,(Blank),4250,0.013,Alicia Thomber,1,
false,84,(Blank),4250,0.032,Anne Weiler,1,
false,84,(Blank),4250,0.032,Greg Winston,1,
false,84,(Blank),4250,0.035,Anne Weiler,3,"3,119,122"
false,84,(Blank),3750,0.033,Molly Clark,2,
false,84,(Blank),3750,0.033,David So,3,"3,122,125"
false,84,(Blank),3750,0.033,Spencer Low,1,
false,84,(Blank),3750,0.033,Jeff Hay,2,
false,84,(Blank),3750,0.013,Molly Clark,1,
false,84,(Blank),3750,0.032,Sanjay Shah,1,
false,84,(Blank),3750,0.035,Anne Weiler,2,
false,84,(Blank),3750,0.062,Sanjay Shah,1,
false,84,(Blank),4000,0.033,Molly Clark,2,
false,84,(Blank),4000,0.033,David So,2,
false,84,(Blank),4000,0.033,Alicia Thomber,2,
false,84,(Blank),4000,0.033,Julian Isla,1,
false,84,(Blank),4000,0.013,Molly Clark,1,
false,84,(Blank),4000,0.013,Alicia Thomber,1,
false,84,(Blank),4000,0.035,Anne Weiler,4,"4,65,69"
false,84,(Blank),4000,0.061,Sanjay Shah,1,
false,84,(Blank),4500,0.033,David So,3,"3,125,128"
false,84,(Blank),4500,0.033,Alicia Thomber,3,"3,128,131"
false,84,(Blank),4500,0.033,Julian Isla,2,
false,84,(Blank),4500,0.013,Alicia Thomber,1,
false,84,(Blank),4500,0.035,Anne Weiler,4,"4,69,73"
false,84,(Blank),4500,0.038,Spencer Low,1,
false,84,(Blank),4500,0.062,Greg Winston,1,
false,84,(Blank),4625,0.033,Molly Clark,1,
false,84,(Blank),4625,0.033,David So,4,"4,73,77"
false,84,(Blank),4625,0.033,Eric Gruber,1,
false,84,(Blank),4625,0.033,Alicia Thomber,1,
false,84,(Blank),4625,0.033,Spencer Low,1,
false,84,(Blank),4625,0.033,Jeff Hay,2,
false,84,(Blank),4625,0.033,Anne Weiler,1,
false,84,(Blank),4625,0.013,Alicia Thomber,1,
false,84,(Blank),4625,0.032,Anne Weiler,1,
false,84,(Blank),4625,0.035,Anne Weiler,5,"5,13,18"
false,84,(Blank),4625,0.062,Greg Winston,1,
false,84,(Blank),4625,0.062,Sanjay Shah,1,
false,84,(Blank),4625,0.061,Sanjay Shah,1,
false,84,(Blank),4750,0.033,Molly Clark,3,"3,131,134"
false,84,(Blank),4750,0.033,David So,1,
false,84,(Blank),4750,0.033,Alicia Thomber,1,
false,84,(Blank),4750,0.033,Spencer Low,1,
false,84,(Blank),4750,0.033,Julian Isla,1,
false,84,(Blank),4750,0.013,Spencer Low,1,
false,84,(Blank),4750,0.013,Julian Isla,1,
false,84,(Blank),4750,0.032,Sanjay Shah,1,
false,84,(Blank),4750,0.035,Anne Weiler,2,
false,84,(Blank),4875,0.033,Molly Clark,1,
false,84,(Blank),4875,0.033,David So,4,"4,77,81"
false,84,(Blank),4875,0.033,Eric Gruber,2,
false,84,(Blank),4875,0.033,Alicia Thomber,1,
false,84,(Blank),4875,0.033,Julian Isla,2,
false,84,(Blank),4875,0.013,Spencer Low,1,
false,84,(Blank),4875,0.032,Anne Weiler,2,
false,84,(Blank),4875,0.032,Greg Winston,1,
false,84,(Blank),4875,0.035,Alan Steiner,1,
false,84,(Blank),4875,0.035,Anne Weiler,2,
false,84,(Blank),4375,0.033,David So,5,"5,18,23"
false,84,(Blank),4375,0.033,Eric Gruber,1,
false,84,(Blank),4375,0.033,Alicia Thomber,4,"4,81,85"
false,84,(Blank),4375,0.033,Spencer Low,1,
false,84,(Blank),4375,0.013,Julian Isla,1,
false,84,(Blank),4375,0.032,Greg Winston,1,
false,84,(Blank),4375,0.032,Sanjay Shah,1,
false,84,(Blank),4375,0.035,Anne Weiler,3,"3,134,137"
false,84,(Blank),4375,0.038,Alan Steiner,1,
false,84,(Blank),1500,0.038,Molly Clark,1,
false,84,(Blank),1500,0.038,Spencer Low,2,
false,84,(Blank),1500,0.023,Alicia Thomber,2,
false,84,(Blank),1500,0.023,Spencer Low,1,
false,84,(Blank),1500,0.025,Renee Lo,1,
false,84,(Blank),1250,0.062,Sanjay Shah,1,
false,84,(Blank),1250,0.065,Alan Steiner,1,
false,84,(Blank),1250,0.023,David So,1,
false,84,(Blank),1250,0.023,Alicia Thomber,1,
false,84,(Blank),1250,0.023,Julian Isla,4,"4,85,89"
false,84,(Blank),1250,0.022,Renee Lo,1,
false,84,(Blank),1250,0.022,Sanjay Shah,1,
false,84,(Blank),1375,0.038,Alicia Thomber,1,
false,84,(Blank),1375,0.003,Molly Clark,1,
false,84,(Blank),1375,0.065,Alan Steiner,1,
false,84,(Blank),1375,0.023,Alicia Thomber,1,
false,84,(Blank),1375,0.025,Renee Lo,1,
false,84,(Blank),1625,0.037,Greg Winston,1,
false,84,(Blank),1625,0.023,Alicia Thomber,5,"5,23,28"
false,84,(Blank),1625,0.023,Spencer Low,1,
false,84,(Blank),1625,0.023,Julian Isla,1,
false,84,(Blank),1625,0.022,Anne Weiler,1,
false,84,(Blank),1625,0.022,Renee Lo,1,
false,84,(Blank),1625,0.022,Sanjay Shah,2,
false,84,(Blank),1750,0.037,Greg Winston,1,
false,84,(Blank),1750,0.023,Alicia Thomber,3,"3,137,140"
false,84,(Blank),1750,0.023,Julian Isla,1,
false,84,(Blank),1750,0.025,Renee Lo,1,
false,84,(Blank),3000,0.035,Anne Weiler,2,
false,84,(Blank),3000,0.038,Alicia Thomber,3,"3,140,143"
false,84,(Blank),2500,0.033,Molly Clark,1,
false,84,(Blank),2500,0.033,David So,1,
false,84,(Blank),2500,0.04,Molly Clark,1,
false,84,(Blank),2750,0.033,Molly Clark,1,
false,84,(Blank),2750,0.033,David So,2,
false,84,(Blank),2750,0.033,Julian Isla,1,
false,84,(Blank),2750,0.032,Sanjay Shah,1,
false,84,(Blank),2750,0.035,Anne Weiler,2,
false,84,(Blank),2750,0.037,Greg Winston,1,
false,84,(Blank),2750,0.065,Alan Steiner,1,
false,84,(Blank),2875,0.033,David So,1,
false,84,(Blank),2875,0.033,Alicia Thomber,2,
false,84,(Blank),2875,0.033,Julian Isla,1,
false,84,(Blank),2875,0.035,Anne Weiler,1,
false,84,(Blank),2875,0.063,Alan Steiner,1,
false,84,(Blank),2875,0.037,Greg Winston,1,
false,84,(Blank),2875,0.036,Sanjay Shah,1,
false,84,(Blank),1000,0.033,David So,2,
false,84,(Blank),1000,0.033,Spencer Low,1,
false,84,(Blank),1000,0.033,Jeff Hay,2,
false,84,(Blank),1000,0.035,Anne Weiler,1,
false,84,(Blank),625,0.033,Molly Clark,1,
false,84,(Blank),625,0.033,David So,2,
false,84,(Blank),625,0.033,Alicia Thomber,1,
false,84,(Blank),625,0.033,Jeff Hay,2,
false,84,(Blank),625,0.033,Julian Isla,2,
false,84,(Blank),625,0.032,Greg Winston,1,
false,84,(Blank),625,0.035,Anne Weiler,3,"3,143,146"
false,84,(Blank),1125,0.033,Molly Clark,2,
false,84,(Blank),1125,0.033,David So,3,"3,146,149"
false,84,(Blank),1125,0.033,Alicia Thomber,1,
false,84,(Blank),1125,0.033,Jeff Hay,1,
false,84,(Blank),1125,0.033,Julian Isla,1,
false,84,(Blank),1125,0.037,Greg Winston,1,
false,84,(Blank),1125,0.036,Sanjay Shah,1,
false,84,(Blank),2625,0.035,Anne Weiler,1,
false,84,(Blank),2625,0.003,Molly Clark,1,
false,84,(Blank),875,0.033,Molly Clark,3,"3,149,152"
false,84,(Blank),875,0.033,David So,1,
false,84,(Blank),875,0.033,Alicia Thomber,3,"3,152,155"
false,84,(Blank),875,0.033,Julian Isla,2,
false,84,(Blank),875,0.035,Anne Weiler,1,
false,84,(Blank),750,0.033,Molly Clark,1,
false,84,(Blank),750,0.033,David So,2,
false,84,(Blank),750,0.033,Alicia Thomber,2,
false,84,(Blank),750,0.033,Spencer Low,3,"3,155,158"
false,84,(Blank),750,0.035,Anne Weiler,1,
false,84,(Blank),750,0.037,Greg Winston,1,
false,84,(Blank),250,0.033,Molly Clark,1,
false,84,(Blank),250,0.033,David So,1,
false,84,(Blank),250,0.033,Alicia Thomber,2,
false,84,(Blank),250,0.033,Jeff Hay,1,
false,84,(Blank),250,0.033,Julian Isla,2,
false,84,(Blank),250,0.035,Anne Weiler,3,"3,158,161"
false,84,(Blank),375,0.033,David So,2,
false,84,(Blank),375,0.033,Julian Isla,1,
false,84,(Blank),375,0.035,Anne Weiler,5,"5,28,33"
false,84,(Blank),500,0.033,Molly Clark,2,
false,84,(Blank),500,0.033,David So,2,
false,84,(Blank),500,0.033,Alicia Thomber,1,
false,84,(Blank),500,0.033,Jeff Hay,1,
false,84,(Blank),500,0.033,Julian Isla,3,"3,161,164"
false,84,(Blank),500,0.032,Anne Weiler,1,
false,84,(Blank),500,0.032,Greg Winston,1,
false,84,(Blank),125,0.033,Molly Clark,1,
false,84,(Blank),125,0.033,Spencer Low,1,
false,84,(Blank),125,0.033,Jeff Hay,1,
false,84,(Blank),125,0.032,Greg Winston,1,
false,84,(Blank),1875,0.038,Spencer Low,1,
false,84,(Blank),2375,0.062,Greg Winston,1,
false,84,(Blank),2125,0.062,Sanjay Shah,1,
false,84,(Blank),2250,0.038,Spencer Low,1,
false,84,(Blank),2250,0.037,Greg Winston,1,
false,84,(Blank),2250,0.062,Greg Winston,1,
false,84,(Blank),2250,0.065,Alan Steiner,1,
false,84,(Blank),6125,0.033,Eric Gruber,1,
false,84,(Blank),5625,0.033,Molly Clark,1,
false,84,(Blank),5625,0.033,David So,2,
false,84,(Blank),5625,0.033,Anne Weiler,1,
false,84,(Blank),5625,0.035,Anne Weiler,1,
false,84,(Blank),5250,0.033,David So,2,
false,84,(Blank),5250,0.033,Spencer Low,1,
false,84,(Blank),5250,0.033,Julian Isla,1,
false,84,(Blank),5250,0.033,Anne Weiler,1,
false,84,(Blank),5250,0.035,Anne Weiler,2,
false,84,(Blank),5250,0.04,Molly Clark,1,
false,84,(Blank),5375,0.033,Alicia Thomber,1,
false,84,(Blank),5375,0.035,Anne Weiler,1,
false,84,(Blank),5375,0.037,Greg Winston,1,
false,84,(Blank),5750,0.033,David So,1,
false,84,(Blank),5750,0.033,Alicia Thomber,1,
false,84,(Blank),5750,0.035,Anne Weiler,2,
false,84,(Blank),6000,0.033,David So,2,
false,84,(Blank),6000,0.033,Alicia Thomber,1,
false,84,(Blank),6000,0.033,Spencer Low,1,
false,84,(Blank),6000,0.035,Anne Weiler,2,
false,84,(Blank),6000,0.038,Julian Isla,1,
false,84,(Blank),6000,0.063,Alan Steiner,2,
false,84,(Blank),6000,0.062,Greg Winston,1,
false,84,(Blank),5000,0.033,David So,2,
false,84,(Blank),5000,0.035,Anne Weiler,1,
false,84,(Blank),5000,0.062,Greg Winston,1,
false,84,(Blank),5125,0.032,Sanjay Shah,1,
false,84,(Blank),5125,0.035,Anne Weiler,2,
false,84,(Blank),5125,0.062,Greg Winston,1,
false,84,(Blank),5875,0.033,Molly Clark,1,
false,84,(Blank),5875,0.033,Alicia Thomber,1,
false,84,(Blank),5875,0.038,Alicia Thomber,1,
false,84,(Blank),5500,0.035,Anne Weiler,1,
false,84,(Blank),5500,0.062,Greg Winston,1,
false,84,Monthly Newsletter,3250,0.04,Anne Weiler,1,
false,84,Monthly Newsletter,3500,0.038,Alicia Thomber,1,
false,84,Monthly Newsletter,3500,0.038,Jeff Hay,1,
false,84,Monthly Newsletter,3500,0.04,Anne Weiler,1,
false,84,Monthly Newsletter,3125,0.038,David So,1,
false,84,Monthly Newsletter,3125,0.04,Anne Weiler,2,
false,84,Monthly Newsletter,3125,0.037,Greg Winston,1,
false,84,Monthly Newsletter,4125,0.038,Alicia Thomber,1,
false,84,Monthly Newsletter,4125,0.038,Julian Isla,1,
false,84,Monthly Newsletter,3875,0.04,Anne Weiler,1,
false,84,Monthly Newsletter,4250,0.038,David So,2,
false,84,Monthly Newsletter,4250,0.038,Alicia Thomber,1,
false,84,Monthly Newsletter,3750,0.038,Molly Clark,1,
false,84,Monthly Newsletter,3750,0.038,David So,1,
false,84,Monthly Newsletter,3750,0.038,Alicia Thomber,1,
false,84,Monthly Newsletter,3750,0.038,Julian Isla,1,
false,84,Monthly Newsletter,3750,0.038,Anne Weiler,1,
false,84,Monthly Newsletter,4000,0.038,David So,1,
false,84,Monthly Newsletter,4000,0.04,Anne Weiler,1,
false,84,Monthly Newsletter,4000,0.037,Greg Winston,1,
false,84,Monthly Newsletter,4500,0.038,David So,1,
false,84,Monthly Newsletter,4500,0.038,Jeff Hay,1,
false,84,Monthly Newsletter,4750,0.038,David So,1,
false,84,Monthly Newsletter,4750,0.038,Julian Isla,1,
false,84,Monthly Newsletter,1500,0.028,Julian Isla,1,
false,84,Monthly Newsletter,1250,0.028,Alicia Thomber,1,
false,84,Monthly Newsletter,1375,0.028,Alicia Thomber,1,
false,84,Monthly Newsletter,1750,0.028,Alicia Thomber,1,
false,85,(Blank),3500,0.061,Sanjay Shah,1,"1,0,1"
false,85,(Blank),3625,0.062,Sanjay Shah,1,"1,1,2"
false,86,(Blank),3250,0.033,Molly Clark,2,"2,69,71"
false,86,(Blank),3250,0.033,David So,1,
false,86,(Blank),3250,0.033,Spencer Low,1,
false,86,(Blank),3250,0.033,Jeff Hay,2,"2,71,73"
false,86,(Blank),3250,0.033,Julian Isla,1,
false,86,(Blank),3250,0.038,Molly Clark,2,"2,73,75"
false,86,(Blank),3250,0.063,Eric Gruber,1,
false,86,(Blank),3250,0.037,Sanjay Shah,1,
false,86,(Blank),3250,0.065,Alan Steiner,1,
false,86,(Blank),3500,0.033,Molly Clark,1,
false,86,(Blank),3500,0.033,David So,2,"2,75,77"
false,86,(Blank),3500,0.033,Alicia Thomber,2,"2,77,79"
false,86,(Blank),3500,0.033,Spencer Low,1,
false,86,(Blank),3500,0.063,Alan Steiner,1,
false,86,(Blank),3500,0.062,Greg Winston,1,
false,86,(Blank),3125,0.033,David So,5,"5,0,5"
false,86,(Blank),3125,0.033,Alicia Thomber,1,
false,86,(Blank),3125,0.033,Spencer Low,1,
false,86,(Blank),3125,0.038,Molly Clark,1,
false,86,(Blank),3125,0.063,Alan Steiner,1,
false,86,(Blank),3125,0.062,Greg Winston,3,"3,18,21"
false,86,(Blank),3375,0.033,David So,1,
false,86,(Blank),3375,0.033,Alicia Thomber,1,
false,86,(Blank),3375,0.033,Spencer Low,1,
false,86,(Blank),3375,0.033,Jeff Hay,1,
false,86,(Blank),3375,0.038,Molly Clark,2,"2,79,81"
false,86,(Blank),3375,0.063,Eric Gruber,1,
false,86,(Blank),3625,0.033,David So,1,
false,86,(Blank),3625,0.033,Alicia Thomber,2,"2,81,83"
false,86,(Blank),3625,0.035,Molly Clark,2,"2,83,85"
false,86,(Blank),3625,0.038,Molly Clark,3,"3,21,24"
false,86,(Blank),3625,0.063,Eric Gruber,1,
false,86,(Blank),3625,0.063,Alan Steiner,1,
false,86,(Blank),3625,0.062,Greg Winston,1,
false,86,(Blank),3625,0.065,Alan Steiner,1,
false,86,(Blank),4125,0.033,Molly Clark,1,
false,86,(Blank),4125,0.033,David So,3,"3,24,27"
false,86,(Blank),4125,0.033,Alicia Thomber,3,"3,27,30"
false,86,(Blank),4125,0.033,Spencer Low,3,"3,30,33"
false,86,(Blank),4125,0.033,Jeff Hay,1,
false,86,(Blank),4125,0.035,Anne Weiler,1,
false,86,(Blank),4125,0.038,Molly Clark,2,"2,85,87"
false,86,(Blank),4125,0.04,Anne Weiler,1,
false,86,(Blank),4125,0.062,Greg Winston,2,"2,87,89"
false,86,(Blank),4125,0.065,Alan Steiner,1,
false,86,(Blank),3875,0.033,Alicia Thomber,1,
false,86,(Blank),3875,0.038,Molly Clark,1,
false,86,(Blank),3875,0.063,Eric Gruber,2,"2,89,91"
false,86,(Blank),3875,0.031,Anne Weiler,1,
false,86,(Blank),3875,0.062,Greg Winston,1,
false,86,(Blank),4250,0.033,Molly Clark,1,
false,86,(Blank),4250,0.033,David So,3,"3,33,36"
false,86,(Blank),4250,0.033,Alicia Thomber,2,"2,91,93"
false,86,(Blank),4250,0.033,Jeff Hay,1,
false,86,(Blank),4250,0.033,Julian Isla,1,
false,86,(Blank),4250,0.063,Eric Gruber,2,"2,93,95"
false,86,(Blank),4250,0.065,Alan Steiner,1,
false,86,(Blank),3750,0.033,Molly Clark,1,
false,86,(Blank),3750,0.033,Alicia Thomber,3,"3,36,39"
false,86,(Blank),3750,0.033,Spencer Low,1,
false,86,(Blank),3750,0.032,Anne Weiler,1,
false,86,(Blank),3750,0.038,Molly Clark,1,
false,86,(Blank),3750,0.063,Eric Gruber,1,
false,86,(Blank),4000,0.033,Molly Clark,1,
false,86,(Blank),4000,0.033,David So,3,"3,39,42"
false,86,(Blank),4000,0.033,Alicia Thomber,2,"2,95,97"
false,86,(Blank),4000,0.033,Spencer Low,1,
false,86,(Blank),4000,0.032,Anne Weiler,1,
false,86,(Blank),4000,0.038,Alicia Thomber,1,
false,86,(Blank),4000,0.063,Eric Gruber,2,"2,97,99"
false,86,(Blank),4000,0.063,Alan Steiner,1,
false,86,(Blank),4500,0.033,Alicia Thomber,2,"2,99,101"
false,86,(Blank),4500,0.033,Spencer Low,1,
false,86,(Blank),4500,0.033,Jeff Hay,1,
false,86,(Blank),4500,0.033,Julian Isla,2,"2,101,103"
false,86,(Blank),4500,0.035,Molly Clark,1,
false,86,(Blank),4500,0.035,Anne Weiler,1,
false,86,(Blank),4500,0.038,Molly Clark,1,
false,86,(Blank),4500,0.063,Alan Steiner,1,
false,86,(Blank),4500,0.065,Alan Steiner,1,
false,86,(Blank),4625,0.033,Molly Clark,1,
false,86,(Blank),4625,0.033,David So,1,
false,86,(Blank),4625,0.033,Spencer Low,5,"5,5,10"
false,86,(Blank),4625,0.038,Molly Clark,1,
false,86,(Blank),4625,0.063,Alan Steiner,1,
false,86,(Blank),4625,0.065,Alan Steiner,1,
false,86,(Blank),4750,0.033,David So,2,"2,103,105"
false,86,(Blank),4750,0.033,Alicia Thomber,2,"2,105,107"
false,86,(Blank),4750,0.033,Spencer Low,1,
false,86,(Blank),4875,0.033,Molly Clark,2,"2,107,109"
false,86,(Blank),4875,0.033,David So,4,"4,10,14"
false,86,(Blank),4875,0.033,Jeff Hay,1,
false,86,(Blank),4875,0.038,Molly Clark,1,
false,86,(Blank),4375,0.063,Alan Steiner,1,
false,86,(Blank),4375,0.031,Anne Weiler,1,
false,86,(Blank),1500,0.038,Molly Clark,1,
false,86,(Blank),1500,0.063,Eric Gruber,2,"2,109,111"
false,86,(Blank),1500,0.023,Molly Clark,1,
false,86,(Blank),1250,0.031,Anne Weiler,1,
false,86,(Blank),1250,0.037,Anne Weiler,1,
false,86,(Blank),1250,0.037,Renee Lo,1,
false,86,(Blank),1250,0.022,Renee Lo,1,
false,86,(Blank),1375,0.038,Molly Clark,2,"2,111,113"
false,86,(Blank),1375,0.023,Molly Clark,3,"3,42,45"
false,86,(Blank),1375,0.023,Spencer Low,2,"2,113,115"
false,86,(Blank),1625,0.038,Molly Clark,1,
false,86,(Blank),1625,0.038,David So,1,
false,86,(Blank),1625,0.063,Eric Gruber,1,
false,86,(Blank),1625,0.023,Molly Clark,1,
false,86,(Blank),1625,0.023,Alicia Thomber,1,
false,86,(Blank),1750,0.038,David So,1,
false,86,(Blank),1750,0.063,Alan Steiner,1,
false,86,(Blank),1750,0.062,Greg Winston,1,
false,86,(Blank),1750,0.065,Alan Steiner,1,
false,86,(Blank),1750,0.023,Molly Clark,2,"2,115,117"
false,86,(Blank),1750,0.022,Renee Lo,1,
false,86,(Blank),3000,0.033,Molly Clark,1,
false,86,(Blank),3000,0.035,Molly Clark,1,
false,86,(Blank),3000,0.038,Molly Clark,3,"3,45,48"
false,86,(Blank),2500,0.033,David So,1,
false,86,(Blank),2500,0.038,Molly Clark,1,
false,86,(Blank),2500,0.063,Eric Gruber,1,
false,86,(Blank),2750,0.033,Jeff Hay,1,
false,86,(Blank),2750,0.038,Molly Clark,1,
false,86,(Blank),2750,0.062,Greg Winston,4,"4,14,18"
false,86,(Blank),2750,0.065,Alan Steiner,3,"3,48,51"
false,86,(Blank),2875,0.033,Molly Clark,2,"2,117,119"
false,86,(Blank),2875,0.033,Jeff Hay,1,
false,86,(Blank),2875,0.038,Molly Clark,1,
false,86,(Blank),2875,0.063,Eric Gruber,2,"2,119,121"
false,86,(Blank),2875,0.065,Alan Steiner,1,
false,86,(Blank),1000,0.033,David So,1,
false,86,(Blank),1000,0.033,Julian Isla,1,
false,86,(Blank),1000,0.038,Molly Clark,1,
false,86,(Blank),1000,0.04,Anne Weiler,1,
false,86,(Blank),625,0.033,David So,1,
false,86,(Blank),625,0.033,Alicia Thomber,1,
false,86,(Blank),625,0.033,Spencer Low,2,"2,121,123"
false,86,(Blank),1125,0.033,Alicia Thomber,3,"3,51,54"
false,86,(Blank),1125,0.038,Molly Clark,1,
false,86,(Blank),1125,0.031,Anne Weiler,1,
false,86,(Blank),2625,0.033,Alicia Thomber,1,
false,86,(Blank),2625,0.033,Jeff Hay,1,
false,86,(Blank),2625,0.038,Molly Clark,2,"2,123,125"
false,86,(Blank),2625,0.038,Alicia Thomber,1,
false,86,(Blank),2625,0.063,Eric Gruber,1,
false,86,(Blank),2625,0.062,Greg Winston,1,
false,86,(Blank),2625,0.036,Sanjay Shah,1,
false,86,(Blank),875,0.033,Molly Clark,2,"2,125,127"
false,86,(Blank),875,0.033,David So,1,
false,86,(Blank),875,0.033,Alicia Thomber,2,
false,86,(Blank),875,0.033,Spencer Low,2,
false,86,(Blank),875,0.031,Anne Weiler,1,
false,86,(Blank),750,0.033,Alicia Thomber,1,
false,86,(Blank),750,0.035,Molly Clark,1,
false,86,(Blank),250,0.033,Molly Clark,1,
false,86,(Blank),250,0.033,Alicia Thomber,1,
false,86,(Blank),250,0.033,Spencer Low,1,
false,86,(Blank),250,0.033,Julian Isla,2,
false,86,(Blank),375,0.033,Molly Clark,2,
false,86,(Blank),375,0.033,David So,1,
false,86,(Blank),375,0.035,Anne Weiler,1,
false,86,(Blank),500,0.033,David So,1,
false,86,(Blank),500,0.033,Alicia Thomber,1,
false,86,(Blank),125,0.033,David So,1,
false,86,(Blank),125,0.033,Alicia Thomber,1,
false,86,(Blank),125,0.033,Spencer Low,1,
false,86,(Blank),125,0.033,Jeff Hay,2,
false,86,(Blank),1875,0.038,Molly Clark,2,
false,86,(Blank),1875,0.038,David So,1,
false,86,(Blank),1875,0.063,Eric Gruber,3,"3,54,57"
false,86,(Blank),1875,0.062,Greg Winston,1,
false,86,(Blank),2375,0.038,Molly Clark,1,
false,86,(Blank),2375,0.063,Eric Gruber,3,"3,57,60"
false,86,(Blank),2375,0.062,Greg Winston,3,"3,60,63"
false,86,(Blank),2375,0.065,Alan Steiner,1,
false,86,(Blank),2125,0.038,Molly Clark,2,
false,86,(Blank),2250,0.038,Molly Clark,2,
false,86,(Blank),6125,0.033,Jeff Hay,1,
false,86,(Blank),6125,0.038,Molly Clark,1,
false,86,(Blank),6125,0.063,Eric Gruber,3,"3,63,66"
false,86,(Blank),6125,0.063,Alan Steiner,1,
false,86,(Blank),6125,0.062,Greg Winston,1,
false,86,(Blank),6125,0.065,Alan Steiner,2,
false,86,(Blank),2000,0.038,Molly Clark,2,
false,86,(Blank),2000,0.063,Eric Gruber,2,
false,86,(Blank),2000,0.063,Alan Steiner,1,
false,86,(Blank),5625,0.038,Molly Clark,1,
false,86,(Blank),5625,0.038,David So,1,
false,86,(Blank),5625,0.063,Eric Gruber,1,
false,86,(Blank),5625,0.062,Greg Winston,1,
false,86,(Blank),5250,0.033,Molly Clark,1,
false,86,(Blank),5250,0.035,Molly Clark,1,
false,86,(Blank),5250,0.063,Eric Gruber,1,
false,86,(Blank),5250,0.063,Alan Steiner,1,
false,86,(Blank),5250,0.062,Greg Winston,1,
false,86,(Blank),5375,0.033,Alicia Thomber,1,
false,86,(Blank),5375,0.063,Alan Steiner,1,
false,86,(Blank),5375,0.04,Molly Clark,1,
false,86,(Blank),5375,0.065,Alan Steiner,2,
false,86,(Blank),5750,0.033,Alicia Thomber,1,
false,86,(Blank),5750,0.063,Alan Steiner,1,
false,86,(Blank),6000,0.033,Molly Clark,1,
false,86,(Blank),6000,0.035,Anne Weiler,1,
false,86,(Blank),6000,0.038,Molly Clark,1,
false,86,(Blank),6000,0.038,David So,1,
false,86,(Blank),6000,0.063,Eric Gruber,1,
false,86,(Blank),5000,0.033,Alicia Thomber,1,
false,86,(Blank),5000,0.038,Molly Clark,1,
false,86,(Blank),5000,0.062,Greg Winston,1,
false,86,(Blank),5000,0.065,Alan Steiner,2,
false,86,(Blank),5125,0.038,Molly Clark,1,
false,86,(Blank),5125,0.063,Eric Gruber,2,
false,86,(Blank),5125,0.063,Alan Steiner,1,
false,86,(Blank),5125,0.065,Alan Steiner,3,"3,66,69"
false,86,(Blank),5875,0.063,Alan Steiner,1,
false,86,(Blank),5875,0.062,Greg Winston,1,
false,86,(Blank),5500,0.033,Alicia Thomber,1,
false,86,(Blank),5500,0.033,Spencer Low,1,
false,86,(Blank),5500,0.038,Molly Clark,1,
false,86,(Blank),5500,0.063,Alan Steiner,1,
false,86,(Blank),5500,0.037,Renee Lo,1,
false,86,(Blank),5500,0.062,Greg Winston,1,
false,86,Monthly Newsletter,3250,0.038,Jeff Hay,1,
false,86,Monthly Newsletter,3375,0.038,Molly Clark,1,
false,86,Monthly Newsletter,3375,0.038,David So,1,
false,86,Monthly Newsletter,4125,0.038,Alicia Thomber,1,
false,86,Monthly Newsletter,4125,0.04,Molly Clark,1,
false,86,Monthly Newsletter,3875,0.038,Alicia Thomber,1,
